# this is a test file with some model data
,0
0.0,0.0
0.5263157894736842,0.32469946920468346
1.0526315789473684,0.6142127126896678
1.5789473684210527,0.8371664782625285
2.1052631578947367,0.9694002659393304
2.631578947368421,0.9965844930066698
3.1578947368421053,0.9157733266550575
3.6842105263157894,0.7357239106731317
# here is a comment
4.2105263157894735,0.4759473930370737
4.7368421052631575,0.16459459028073403
5.263157894736842,-0.16459459028073337
5.789473684210526,-0.4759473930370731
6.315789473684211,-0.7357239106731313
6.842105263157895,-0.9157733266550573
# and here is another one
7.368421052631579,-0.9965844930066698
7.894736842105263,-0.9694002659393305
8.421052631578947,-0.8371664782625288
8.947368421052632,-0.614212712689668
9.473684210526315,-0.32469946920468373
10.0,-2.4492935982947064e-16
